person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
25,66300,MORTGAGE,6.0,MEDICAL,C,20000,15.27,1,0.3017,N,4,0.0461,0.3017,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.5029084516653519,598,Moderate,Approve with Conditions,Moderate risk tier (PD=50.3%) — approve with adjusted terms (higher rate and/or lower approved amount).
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.1111,N,4,0.0074,0.1111,75-100k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.0897966599129129,846,Very Low,Approve,Very Low risk tier (PD=9.0%) — strong repayment profile.
23,210000,RENT,4.0,EDUCATION,B,12000,10.59,0,0.0571,N,2,0.0061,0.0571,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.0753757283088241,855,Very Low,Approve,Very Low risk tier (PD=7.5%) — strong repayment profile.
25,225000,RENT,9.0,EDUCATION,D,12000,16.49,0,0.0533,N,2,0.0088,0.0533,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,1,0.6183225372748372,529,High,Manual Review,High risk tier (PD=61.8%) — requires underwriter judgement and possibly additional collateral/guarantor.
23,90000,OWN,7.0,MEDICAL,A,35000,8.9,0,0.3889,N,4,0.0346,0.3889,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0595691473828869,864,Very Low,Approve,Very Low risk tier (PD=6.0%) — strong repayment profile.
24,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4300,7.9,0,0.0478,N,4,0.0038,0.0478,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.1066122118262232,836,Very Low,Approve,Very Low risk tier (PD=10.7%) — strong repayment profile.
22,90000,MORTGAGE,2.0,MEDICAL,B,7000,10.99,0,0.0778,N,2,0.0085,0.0778,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.1353515559128767,819,Very Low,Approve,Very Low risk tier (PD=13.5%) — strong repayment profile.
21,90000,OWN,6.0,MEDICAL,A,12000,6.03,0,0.1333,N,3,0.008,0.1333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0146935726994474,891,Very Low,Approve,Very Low risk tier (PD=1.5%) — strong repayment profile.
23,35482,OWN,7.0,VENTURE,D,7000,14.74,0,0.1973,N,4,0.0291,0.1973,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.3697689102484246,678,Moderate,Approve with Conditions,Moderate risk tier (PD=37.0%) — approve with adjusted terms (higher rate and/or lower approved amount).
23,90000,MORTGAGE,7.0,MEDICAL,B,21000,12.42,0,0.2333,N,2,0.029,0.2333,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.2238474601058621,766,Low,Approve,Low risk tier (PD=22.4%) — acceptable risk under standard policy.
25,35412,OWN,3.0,PERSONAL,B,5000,10.99,0,0.1412,N,4,0.0155,0.1412,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0549577829750455,867,Very Low,Approve,Very Low risk tier (PD=5.5%) — strong repayment profile.
22,35400,OWN,6.0,EDUCATION,A,8000,6.03,0,0.226,N,2,0.0136,0.226,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.0560872877612082,866,Very Low,Approve,Very Low risk tier (PD=5.6%) — strong repayment profile.
26,105000,RENT,1.0,HOMEIMPROVEMENT,B,12100,10.99,0,0.1152,N,2,0.0127,0.1152,100k+,26-35,Unstable(<1y),New(<=2y),0,0,0,1,0.3027239922695343,718,Low,Approve,Low risk tier (PD=30.3%) — acceptable risk under standard policy.
24,42000,RENT,9.0,DEBTCONSOLIDATION,A,12125,7.49,0,0.2887,N,3,0.0216,0.2887,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.7015446581279561,479,Very High,Reject,Very High risk tier (PD=70.2%) — default probability too high for approval under current risk appetite.
26,90000,MORTGAGE,5.0,EDUCATION,A,8000,5.42,0,0.0889,N,3,0.0048,0.0889,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.0356108606033033,879,Very Low,Approve,Very Low risk tier (PD=3.6%) — strong repayment profile.
23,66300,MORTGAGE,6.0,MEDICAL,B,14000,10.99,1,0.2112,N,3,0.0232,0.2112,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.2911274996249986,725,Low,Approve,Low risk tier (PD=29.1%) — acceptable risk under standard policy.
22,90000,MORTGAGE,6.0,PERSONAL,A,6400,5.99,0,0.0711,N,2,0.0043,0.0711,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.0442770665328171,873,Very Low,Approve,Very Low risk tier (PD=4.4%) — strong repayment profile.
24,90000,MORTGAGE,1.0,MEDICAL,B,15000,9.99,0,0.1667,N,4,0.0167,0.1667,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.1530605306577505,808,Very Low,Approve,Very Low risk tier (PD=15.3%) — strong repayment profile.
22,36000,RENT,1.0,PERSONAL,B,12200,11.49,1,0.3389,N,3,0.0389,0.3389,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.7995705939447616,420,Very High,Reject,Very High risk tier (PD=80.0%) — default probability too high for approval under current risk appetite.
25,90000,MORTGAGE,9.0,MEDICAL,A,6000,6.99,0,0.0667,N,3,0.0047,0.0667,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0647101185795602,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
21,82100,RENT,3.0,PERSONAL,A,12200,6.03,0,0.1486,N,2,0.009,0.1486,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.1317170112295284,821,Very Low,Approve,Very Low risk tier (PD=13.2%) — strong repayment profile.
23,24000,RENT,4.0,EDUCATION,C,12250,13.16,1,0.5104,Y,4,0.0672,0.5104,<25k,18-25,Established(3-7y),Building(2-5y),1,1,0,1,0.9729917032168616,316,Very High,Reject,Very High risk tier (PD=97.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,25960,RENT,1.0,VENTURE,B,12250,10.37,1,0.4719,N,4,0.0489,0.4719,25-50k,18-25,Unstable(<1y),Building(2-5y),0,1,0,1,0.9369569831102688,338,Very High,Reject,Very High risk tier (PD=93.7%) — default probability too high for approval under current risk appetite.
26,90000,MORTGAGE,10.0,PERSONAL,B,13000,10.59,0,0.1444,N,3,0.0153,0.1444,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.1235690051542696,826,Very Low,Approve,Very Low risk tier (PD=12.4%) — strong repayment profile.
24,26000,RENT,1.0,MEDICAL,B,12250,11.49,1,0.4712,N,2,0.0541,0.4712,25-50k,18-25,Unstable(<1y),New(<=2y),0,1,0,1,0.97100505390236,317,Very High,Reject,Very High risk tier (PD=97.1%) — default probability too high for approval under current risk appetite.
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,12.99,0,0.0889,N,2,0.0115,0.0889,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.237922443094791,757,Low,Approve,Low risk tier (PD=23.8%) — acceptable risk under standard policy.
24,28800,RENT,5.0,MEDICAL,B,12250,9.99,1,0.4253,N,4,0.0425,0.4253,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.9488076132392133,331,Very High,Reject,Very High risk tier (PD=94.9%) — default probability too high for approval under current risk appetite.
23,90000,MORTGAGE,7.0,PERSONAL,A,22000,6.99,0,0.2444,N,4,0.0171,0.2444,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1164127982880159,830,Very Low,Approve,Very Low risk tier (PD=11.6%) — strong repayment profile.
23,90000,MORTGAGE,7.0,VENTURE,A,4900,6.99,0,0.0544,N,2,0.0038,0.0544,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.0269878263558663,884,Very Low,Approve,Very Low risk tier (PD=2.7%) — strong repayment profile.
22,90000,MORTGAGE,6.0,EDUCATION,B,12000,10.99,0,0.1333,N,2,0.0147,0.1333,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1029124546608449,838,Very Low,Approve,Very Low risk tier (PD=10.3%) — strong repayment profile.
21,30000,RENT,2.0,DEBTCONSOLIDATION,D,12250,14.59,1,0.4083,Y,3,0.0596,0.4083,25-50k,18-25,Early(1-3y),Building(2-5y),1,1,0,1,0.9922565523916752,305,Very High,Reject,Very High risk tier (PD=99.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
22,30000,RENT,0.0,HOMEIMPROVEMENT,D,12250,13.67,1,0.4083,Y,4,0.0558,0.4083,25-50k,18-25,Unstable(<1y),Building(2-5y),1,1,0,1,0.9940610709138592,304,Very High,Reject,Very High risk tier (PD=99.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,32000,RENT,4.0,DEBTCONSOLIDATION,A,12250,7.49,1,0.3828,N,2,0.0287,0.3828,25-50k,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.9037105223138356,358,Very High,Reject,Very High risk tier (PD=90.4%) — default probability too high for approval under current risk appetite.
25,90000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0,0.1111,N,2,0.006,0.1111,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.0504624325757999,870,Very Low,Approve,Very Low risk tier (PD=5.0%) — strong repayment profile.
25,90000,MORTGAGE,4.0,PERSONAL,B,3000,11.49,0,0.0333,N,4,0.0038,0.0333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1031925024117817,838,Very Low,Approve,Very Low risk tier (PD=10.3%) — strong repayment profile.
21,29000,RENT,2.0,VENTURE,C,12250,13.61,1,0.4224,N,4,0.0575,0.4224,25-50k,18-25,Early(1-3y),Building(2-5y),0,1,0,1,0.8964763645763876,362,Very High,Reject,Very High risk tier (PD=89.6%) — default probability too high for approval under current risk appetite.
24,90000,MORTGAGE,7.0,MEDICAL,A,15000,8.49,0,0.1667,N,3,0.0142,0.1667,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.120932048963468,827,Very Low,Approve,Very Low risk tier (PD=12.1%) — strong repayment profile.
25,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.1667,N,2,0.0142,0.1667,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1435838416414996,814,Very Low,Approve,Very Low risk tier (PD=14.4%) — strong repayment profile.
23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0,0.1519,N,4,0.0114,0.1519,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.0649993232449268,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
24,36000,RENT,0.0,DEBTCONSOLIDATION,B,12250,11.49,1,0.3403,N,2,0.0391,0.3403,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.8637627735741324,382,Very High,Reject,Very High risk tier (PD=86.4%) — default probability too high for approval under current risk appetite.
24,90000,MORTGAGE,8.0,VENTURE,B,7000,10.99,0,0.0778,N,3,0.0085,0.0778,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0626756345007592,862,Very Low,Approve,Very Low risk tier (PD=6.3%) — strong repayment profile.
23,36000,RENT,4.0,MEDICAL,B,12250,10.74,1,0.3403,N,3,0.0365,0.3403,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.8359372182250226,398,Very High,Reject,Very High risk tier (PD=83.6%) — default probability too high for approval under current risk appetite.
23,36000,RENT,7.0,PERSONAL,B,12250,10.99,1,0.3403,N,3,0.0374,0.3403,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.7993858810063464,420,Very High,Reject,Very High risk tier (PD=79.9%) — default probability too high for approval under current risk appetite.
25,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.0769,N,3,0.012,0.0769,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.7647411096660185,441,Very High,Reject,Very High risk tier (PD=76.5%) — default probability too high for approval under current risk appetite.
22,44000,RENT,0.0,MEDICAL,D,12250,15.99,1,0.2784,Y,2,0.0445,0.2784,25-50k,18-25,Unstable(<1y),New(<=2y),1,0,0,1,0.956613557304542,326,Very High,Reject,Very High risk tier (PD=95.7%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
25,90000,MORTGAGE,9.0,VENTURE,B,5600,9.99,0,0.0622,N,4,0.0062,0.0622,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0507276770896982,870,Very Low,Approve,Very Low risk tier (PD=5.1%) — strong repayment profile.
24,50000,RENT,8.0,HOMEIMPROVEMENT,C,12250,14.72,0,0.245,Y,3,0.0361,0.245,25-50k,18-25,Stable(7y+),Building(2-5y),1,0,0,1,0.7814451104745775,431,Very High,Reject,Very High risk tier (PD=78.1%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
25,45600,RENT,3.0,MEDICAL,D,12250,14.84,1,0.2686,N,3,0.0399,0.2686,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.9491468032585128,331,Very High,Reject,Very High risk tier (PD=94.9%) — default probability too high for approval under current risk appetite.
23,60000,RENT,3.0,EDUCATION,C,12250,10.59,0,0.2042,N,3,0.0216,0.2042,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.3660583855846494,680,Low,Approve,Low risk tier (PD=36.6%) — acceptable risk under standard policy.
23,90000,MORTGAGE,1.0,EDUCATION,A,4000,5.42,0,0.0444,N,3,0.0024,0.0444,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.0277105318110117,883,Very Low,Approve,Very Low risk tier (PD=2.8%) — strong repayment profile.
24,61400,RENT,1.0,VENTURE,C,12250,12.23,0,0.1995,N,4,0.0244,0.1995,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.3065643643008098,716,Low,Approve,Low risk tier (PD=30.7%) — acceptable risk under standard policy.
26,90000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5175,11.99,0,0.0575,N,2,0.0069,0.0575,75-100k,26-35,Stable(7y+),New(<=2y),0,0,0,0,0.2196325696967293,768,Low,Approve,Low risk tier (PD=22.0%) — acceptable risk under standard policy.
24,30000,RENT,1.0,EDUCATION,B,12300,10.74,1,0.41,N,2,0.044,0.41,25-50k,18-25,Unstable(<1y),New(<=2y),0,1,0,1,0.901734549799576,359,Very High,Reject,Very High risk tier (PD=90.2%) — default probability too high for approval under current risk appetite.
23,32004,RENT,3.0,EDUCATION,C,12300,13.48,1,0.3843,Y,3,0.0518,0.3843,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,1,0.8681538891015308,379,Very High,Reject,Very High risk tier (PD=86.8%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,90000,MORTGAGE,7.0,VENTURE,A,21000,7.49,0,0.2333,N,4,0.0175,0.2333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0668282645412327,860,Very Low,Approve,Very Low risk tier (PD=6.7%) — strong repayment profile.
23,39000,RENT,7.0,MEDICAL,A,12300,7.49,1,0.3154,N,2,0.0236,0.3154,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.7375020883477611,457,Very High,Reject,Very High risk tier (PD=73.8%) — default probability too high for approval under current risk appetite.
25,90000,MORTGAGE,2.0,VENTURE,D,10000,15.28,0,0.1111,Y,2,0.017,0.1111,75-100k,18-25,Early(1-3y),New(<=2y),1,0,0,0,0.4923529621973391,605,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,55000,RENT,0.0,VENTURE,C,12300,13.48,0,0.2236,N,4,0.0301,0.2236,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.4014313781248624,659,Moderate,Approve with Conditions,Moderate risk tier (PD=40.1%) — approve with adjusted terms (higher rate and/or lower approved amount).
24,90000,MORTGAGE,8.0,EDUCATION,C,35000,12.68,0,0.3889,Y,2,0.0493,0.3889,75-100k,18-25,Stable(7y+),New(<=2y),1,0,0,0,0.2257547927123983,765,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
25,90000,MORTGAGE,4.0,VENTURE,B,10000,10.0,0,0.1111,N,2,0.0111,0.1111,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.0595333787816279,864,Very Low,Approve,Very Low risk tier (PD=6.0%) — strong repayment profile.
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,24000,13.06,0,0.2667,Y,2,0.0348,0.2667,75-100k,18-25,Unstable(<1y),New(<=2y),1,0,0,0,0.3081777743123349,715,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,42000,RENT,6.0,PERSONAL,A,12375,7.51,0,0.2946,N,3,0.0221,0.2946,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.610186013462867,534,High,Manual Review,High risk tier (PD=61.0%) — requires underwriter judgement and possibly additional collateral/guarantor.
21,90000,MORTGAGE,5.0,PERSONAL,B,21000,10.99,0,0.2333,N,4,0.0256,0.2333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1648447532485532,801,Very Low,Approve,Very Low risk tier (PD=16.5%) — strong repayment profile.
25,42000,RENT,8.0,DEBTCONSOLIDATION,A,12375,7.29,0,0.2946,N,4,0.0215,0.2946,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.710404128190859,474,Very High,Reject,Very High risk tier (PD=71.0%) — default probability too high for approval under current risk appetite.
25,80000,RENT,2.0,PERSONAL,C,12375,10.91,0,0.1547,N,4,0.0169,0.1547,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.2773740924507912,734,Low,Approve,Low risk tier (PD=27.7%) — acceptable risk under standard policy.
22,34650,RENT,3.0,EDUCATION,A,12400,7.49,1,0.3579,N,4,0.0268,0.3579,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.7636104642016293,442,Very High,Reject,Very High risk tier (PD=76.4%) — default probability too high for approval under current risk appetite.
24,90000,MORTGAGE,3.0,MEDICAL,A,3000,7.49,0,0.0333,N,4,0.0025,0.0333,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0599717700689523,864,Very Low,Approve,Very Low risk tier (PD=6.0%) — strong repayment profile.
23,90000,MORTGAGE,4.0,MEDICAL,B,4800,10.36,0,0.0533,N,4,0.0055,0.0533,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1147420373045677,831,Very Low,Approve,Very Low risk tier (PD=11.5%) — strong repayment profile.
22,56324,RENT,2.0,EDUCATION,B,12400,10.74,0,0.2202,N,4,0.0236,0.2202,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.3825819682153514,670,Moderate,Approve with Conditions,Moderate risk tier (PD=38.3%) — approve with adjusted terms (higher rate and/or lower approved amount).
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9500,10.99,0,0.1056,N,3,0.0116,0.1056,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1733495754614083,796,Very Low,Approve,Very Low risk tier (PD=17.3%) — strong repayment profile.
25,36996,RENT,2.0,EDUCATION,E,12450,16.32,1,0.3365,N,2,0.0549,0.3365,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.9723591005589924,317,Very High,Reject,Very High risk tier (PD=97.2%) — default probability too high for approval under current risk appetite.
23,31000,RENT,5.0,DEBTCONSOLIDATION,B,12500,10.65,1,0.4032,N,4,0.0429,0.4032,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.942495879164726,335,Very High,Reject,Very High risk tier (PD=94.2%) — default probability too high for approval under current risk appetite.
25,90000,MORTGAGE,9.0,EDUCATION,A,20000,6.54,0,0.2222,N,3,0.0145,0.2222,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0825889268548639,850,Very Low,Approve,Very Low risk tier (PD=8.3%) — strong repayment profile.
26,90000,MORTGAGE,10.0,EDUCATION,A,1000,6.17,0,0.0111,N,4,0.0007,0.0111,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.0266461610380378,884,Very Low,Approve,Very Low risk tier (PD=2.7%) — strong repayment profile.
24,90000,OWN,8.0,MEDICAL,C,12000,13.35,0,0.1333,N,3,0.0178,0.1333,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0492560765644492,870,Very Low,Approve,Very Low risk tier (PD=4.9%) — strong repayment profile.
23,66300,MORTGAGE,2.0,MEDICAL,D,15000,14.83,1,0.2262,N,4,0.0336,0.2262,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.8203923245131197,408,Very High,Reject,Very High risk tier (PD=82.0%) — default probability too high for approval under current risk appetite.
24,90000,MORTGAGE,8.0,VENTURE,A,6000,5.79,0,0.0667,N,4,0.0039,0.0667,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0234485303945682,886,Very Low,Approve,Very Low risk tier (PD=2.3%) — strong repayment profile.
25,36000,RENT,0.0,VENTURE,C,12500,11.72,1,0.3472,N,4,0.0407,0.3472,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.7311538104261046,461,Very High,Reject,Very High risk tier (PD=73.1%) — default probability too high for approval under current risk appetite.
24,32000,RENT,0.0,MEDICAL,C,12500,12.87,1,0.3906,Y,3,0.0503,0.3906,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1,0.9173092589262892,350,Very High,Reject,Very High risk tier (PD=91.7%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,90000,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0,0.0556,N,4,0.003,0.0556,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0296066613947503,882,Very Low,Approve,Very Low risk tier (PD=3.0%) — strong repayment profile.
26,40000,RENT,4.0,EDUCATION,A,12500,6.92,1,0.3125,N,2,0.0216,0.3125,25-50k,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.6089873794718682,535,High,Manual Review,High risk tier (PD=60.9%) — requires underwriter judgement and possibly additional collateral/guarantor.
22,30000,RENT,0.0,DEBTCONSOLIDATION,A,2800,6.54,0,0.0933,N,3,0.0061,0.0933,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.2303597638870807,762,Low,Approve,Low risk tier (PD=23.0%) — acceptable risk under standard policy.
22,90000,MORTGAGE,6.0,MEDICAL,B,6000,9.25,0,0.0667,N,2,0.0062,0.0667,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1012563215845784,839,Very Low,Approve,Very Low risk tier (PD=10.1%) — strong repayment profile.
23,90000,OWN,7.0,MEDICAL,A,8500,5.79,0,0.0944,N,4,0.0055,0.0944,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0113720034018488,893,Very Low,Approve,Very Low risk tier (PD=1.1%) — strong repayment profile.
23,90000,MORTGAGE,7.0,EDUCATION,B,8000,10.36,0,0.0889,N,3,0.0092,0.0889,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0830871084518126,850,Very Low,Approve,Very Low risk tier (PD=8.3%) — strong repayment profile.
